university,degree,season,decision,gpa,gre_verbal,gre_quant,gre_writing,status,uni_faculty,uni_pub,world_ranking
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.53,155.0,164.0,4.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F13,Rejected,3.91,163.0,168.0,4.0,International,48.0,5.9,27
Purdue University,PhD,F13,Accepted,3.8,170.0,159.0,4.0,International,53.0,4.8,106
"University Of Wisconsin, Madison",MS,F13,Rejected,3.8,170.0,159.0,4.0,International,48.0,5.9,27
"University Of Minnesota, Twin Cities (UMN)",PhD,F13,Accepted,3.4,155.0,168.0,4.0,International,37.0,3.1,52
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.9,158.0,170.0,3.5,International,48.0,5.9,27
University Of Kentucky,PhD,F13,Accepted,3.5,152.0,158.0,3.5,International,9.0,1.4,375
"University Of Wisconsin, Madison",PhD,F13,Rejected,3.8,142.0,167.0,3.0,International,48.0,5.9,27
"University Of Massachusetts, Amherst (UMass)",PhD,F13,Rejected,3.6,157.0,164.0,3.0,International,50.0,4.7,56
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.53,154.0,162.0,3.0,International,48.0,5.9,27
North Caroline State University (NCSU),MS,F13,Accepted,3.5,149.0,170.0,3.5,International,30.0,2.3,1000
"University Of Wisconsin, Madison",MS,F13,Rejected,3.72,160.0,168.0,5.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F13,Rejected,3.67,155.0,166.0,3.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.57,157.0,168.0,4.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F13,Accepted,3.9,170.0,163.0,4.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F13,Accepted,3.6,160.0,161.0,5.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.8,163.0,170.0,4.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F13,Rejected,3.17,156.0,162.0,4.0,International,48.0,5.9,27
Purdue University,PhD,F13,Accepted,3.7,160.0,166.0,3.5,International,53.0,4.8,106
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.87,145.0,167.0,3.0,International with US Degree,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.7,164.0,145.0,3.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.6,170.0,164.0,4.5,American,48.0,5.9,27
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.84,160.0,164.0,5.0,American,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F13,Rejected,3.69,151.0,162.0,4.0,International with US Degree,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F13,Rejected,3.6,165.0,165.0,5.5,International,48.0,5.9,27
Purdue University,PhD,F13,Accepted,3.95,167.0,166.0,4.5,International,53.0,4.8,106
Purdue University,PhD,F13,Accepted,3.74,169.0,151.0,3.0,International with US Degree,53.0,4.8,106
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.56,151.0,169.0,4.0,International,48.0,5.9,27
University Of Pennsylvania (UPenn),PhD,F13,Rejected,3.9,165.0,163.0,4.0,American,46.0,5.6,19
Princeton University,PhD,F13,Rejected,3.83,161.0,167.0,4.0,American,51.0,5.3,5
"University Of North Carolina, Chapel Hill (UNC)",PhD,F13,Accepted,3.64,164.0,166.0,3.0,International,22.0,2.4,30
Purdue University,PhD,F13,Accepted,3.89,154.0,159.0,3.0,American,53.0,4.8,106
Princeton University,MS,F13,Rejected,3.42,165.0,162.0,4.0,American,51.0,5.3,5
Princeton University,MS,F13,Rejected,3.76,167.0,169.0,4.5,American,51.0,5.3,5
Princeton University,MS,F13,Rejected,3.65,168.0,160.0,4.5,American,51.0,5.3,5
Princeton University,PhD,F13,Rejected,3.67,155.0,166.0,3.0,International,51.0,5.3,5
Purdue University,PhD,F13,Rejected,3.1,150.0,170.0,3.0,International,53.0,4.8,106
Ohio State University (OSU),PhD,F13,Accepted,3.64,160.0,163.0,5.0,American,35.0,3.4,66
Purdue University,MS,F13,Rejected,3.6,158.0,166.0,3.5,International,53.0,4.8,106
Purdue University,PhD,F13,Rejected,3.84,148.0,166.0,3.0,International,53.0,4.8,106
Purdue University,PhD,F13,Rejected,3.54,160.0,166.0,3.5,International,53.0,4.8,106
Purdue University,PhD,F13,Rejected,3.92,144.0,164.0,3.5,International,53.0,4.8,106
Johns Hopkins University (JHU),PhD,F13,Accepted,3.37,160.0,163.0,5.0,American,22.0,2.4,13
North Caroline State University (NCSU),MS,F13,Rejected,3.4,152.0,163.0,3.5,International,30.0,2.3,1000
Ohio State University (OSU),PhD,F13,Accepted,3.63,163.0,170.0,4.5,American,35.0,3.4,66
"University Of Texas, Austin (UT Austin)",PhD,F13,Accepted,3.6,157.0,168.0,4.0,International,42.0,5.4,29
Rutgers University,MS,F13,Rejected,4.0,148.0,154.0,4.0,International,43.0,3.6,105
University Of Kansas,MS,F13,Accepted,3.25,170.0,152.0,3.5,International,11.0,1.2,290
University of Central Florida (UCF),PhD,F13,Accepted,3.6,139.0,165.0,3.5,International,24.0,2.0,1000
Carnegie Mellon University (CMU),MS,F13,Accepted,3.98,164.0,166.0,4.5,International,152.0,18.1,20
"University Of Minnesota, Twin Cities (UMN)",PhD,F13,Accepted,3.6,157.0,168.0,4.0,International,37.0,3.1,52
Rensselaer Polytechnic Institute (RPI),PhD,F13,Accepted,3.39,170.0,153.0,5.0,International with US Degree,13.0,1.8,104
"University Of Michigan, Ann Arbor (UMich)",PhD,F13,Accepted,3.39,170.0,153.0,5.0,International with US Degree,63.0,8.6,15
Georgia Institute Of Technology (GTech),PhD,F13,Accepted,3.39,170.0,153.0,5.0,International with US Degree,73.0,6.7,27
Purdue University,PhD,F13,Accepted,3.94,162.0,163.0,4.0,American,53.0,4.8,106
Purdue University,MS,F13,Accepted,4.0,154.0,169.0,3.5,International,53.0,4.8,106
"University Of Washington, Seattle (UW)",PhD,F13,Accepted,3.75,163.0,170.0,4.0,American,57.0,8.4,23
"University Of California, San Diego (UCSD)",PhD,F13,Accepted,3.75,163.0,170.0,4.0,American,53.0,6.9,32
Stanford University,PhD,F13,Rejected,3.8,167.0,169.0,5.0,International with US Degree,57.0,11.5,4
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.8,167.0,169.0,5.0,International with US Degree,152.0,18.1,20
"University Of California, Santa Barbara (UCSB)",PhD,F13,Accepted,3.8,167.0,169.0,5.0,International with US Degree,25.0,3.5,29
"University Of Washington, Seattle (UW)",PhD,F13,Accepted,3.8,167.0,169.0,5.0,International with US Degree,57.0,8.4,23
Georgia Institute Of Technology (GTech),PhD,F13,Accepted,4.0,157.0,170.0,3.0,International,73.0,6.7,27
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.27,150.0,160.0,4.0,International with US Degree,57.0,8.4,23
Georgia Institute Of Technology (GTech),PhD,F13,Accepted,3.94,161.0,166.0,5.0,American,73.0,6.7,27
Columbia University,PhD,F13,Accepted,3.76,166.0,168.0,5.0,International,47.0,5.8,18
Rutgers University,PhD,F13,Accepted,3.7,148.0,161.0,3.5,International,43.0,3.6,105
"University Of Maryland, College Park (UMD)",PhD,F13,Accepted,3.4,159.0,165.0,3.5,International,52.0,6.4,98
New York University (NYU),PhD,F13,Accepted,2.98,162.0,166.0,3.0,International with US Degree,46.0,4.3,60
North Carolina State University (NCSU),MS,F13,Rejected,4.0,155.0,159.0,3.0,International,30.0,2.3,325
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F13,Accepted,3.53,155.0,164.0,4.0,International,83.0,9.9,33
New York University (NYU),PhD,F13,Accepted,3.99,167.0,164.0,4.5,American,46.0,4.3,60
Clemson University,PhD,F13,Accepted,3.5,164.0,165.0,5.5,American,16.0,1.3,375
Stanford University,PhD,F13,Rejected,3.66,169.0,166.0,4.5,American,57.0,11.5,4
Georgia Institute Of Technology (GTech),MS,F13,Accepted,3.75,152.0,157.0,3.0,American,73.0,6.7,27
"University Of California, Riverside (UCR)",PhD,F13,Accepted,4.0,155.0,162.0,3.5,International,36.0,2.8,117
Princeton University,PhD,F13,Accepted,3.6,148.0,163.0,4.0,International,51.0,5.3,5
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F13,Accepted,4.0,169.0,170.0,4.5,American,83.0,9.9,33
Stanford University,PhD,F13,Rejected,4.0,169.0,170.0,4.5,American,57.0,11.5,4
Purdue University,PhD,F13,Accepted,3.5,145.0,167.0,3.5,International,53.0,4.8,106
Princeton University,PhD,F13,Accepted,3.99,167.0,164.0,4.5,American,51.0,5.3,5
Princeton University,PhD,F13,Accepted,3.93,165.0,169.0,3.5,International,51.0,5.3,5
Princeton University,PhD,F13,Accepted,3.84,160.0,164.0,5.0,American,51.0,5.3,5
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.5,161.0,154.0,3.5,International,57.0,8.4,23
"University Of California, Irvine (UCI)",MS,F13,Accepted,3.37,160.0,163.0,4.5,American,55.0,4.3,49
Stanford University,PhD,F13,Rejected,3.84,160.0,164.0,5.0,American,57.0,11.5,4
Stanford University,PhD,F13,Rejected,3.83,163.0,167.0,4.5,International,57.0,11.5,4
Massachusetts Institute Of Technology (MIT),PhD,F13,Accepted,3.8,149.0,160.0,3.0,International,85.0,12.3,3
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.6,159.0,166.0,3.5,International,152.0,18.1,20
Stanford University,PhD,F13,Rejected,4.0,150.0,170.0,4.0,International,57.0,11.5,4
University Of Arizona,PhD,F13,Accepted,3.35,160.0,162.0,4.0,International,19.0,1.6,95
Stanford University,PhD,F13,Rejected,3.85,161.0,169.0,4.5,American,57.0,11.5,4
Stanford University,PhD,F13,Rejected,3.77,154.0,163.0,3.0,International with US Degree,57.0,11.5,4
Stanford University,PhD,F13,Rejected,3.64,160.0,163.0,5.0,American,57.0,11.5,4
Carnegie Mellon University (CMU),PhD,F13,Accepted,3.9,170.0,146.0,3.0,International,152.0,18.1,20
Stanford University,PhD,F13,Rejected,3.9,156.0,166.0,3.0,International,57.0,11.5,4
Stanford University,PhD,F13,Rejected,3.96,166.0,163.0,5.0,American,57.0,11.5,4
Stanford University,PhD,F13,Accepted,3.93,165.0,169.0,3.5,International,57.0,11.5,4
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.9,162.0,169.0,4.0,International,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.94,162.0,163.0,4.0,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.9,156.0,166.0,3.0,International with US Degree,57.0,8.4,23
"University Of Maryland, College Park (UMD)",PhD,F13,Accepted,3.9,146.0,166.0,4.5,International with US Degree,52.0,6.4,98
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.7,157.0,170.0,5.0,International,57.0,8.4,23
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.76,169.0,148.0,4.5,American,42.0,5.4,29
"University Of Texas, Arlington",MS,F13,Rejected,3.76,169.0,148.0,4.5,American,15.0,1.8,550
"University Of California, San Diego (UCSD)",PhD,F13,Accepted,3.6,154.0,167.0,3.5,International,53.0,6.9,32
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.6,154.0,167.0,3.5,International,55.0,4.3,49
Purdue University,PhD,F13,Accepted,3.2,168.0,166.0,3.5,International with US Degree,53.0,4.8,106
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.51,158.0,163.0,4.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,4.0,165.0,170.0,4.5,International with US Degree,57.0,8.4,23
Stanford University,PhD,F13,Accepted,3.99,167.0,164.0,4.5,American,57.0,11.5,4
Yale University,MS,F13,Accepted,3.87,170.0,148.0,3.5,International with US Degree,26.0,2.5,10
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.7,148.0,161.0,3.5,International,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.55,166.0,165.0,4.0,International with US Degree,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.82,169.0,170.0,3.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.95,154.0,170.0,3.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.64,160.0,163.0,5.0,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,2.82,160.0,166.0,3.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.85,169.0,161.0,4.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.88,169.0,170.0,4.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.9,156.0,168.0,4.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.9,168.0,156.0,4.5,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.84,160.0,164.0,5.0,American,57.0,8.4,23
Carnegie Mellon University (CMU),PhD,F13,Accepted,3.85,154.0,169.0,3.5,International,152.0,18.1,20
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F13,Accepted,3.84,160.0,164.0,5.0,American,83.0,9.9,33
Colorado State University (CSU),PhD,F13,Wait listed,3.6,157.0,164.0,3.0,International,10.0,1.2,238
Stanford University,PhD,F13,Accepted,3.72,153.0,169.0,4.0,International,57.0,11.5,4
Colorado State University (CSU),PhD,F13,Wait listed,4.0,152.0,158.0,3.5,International,10.0,1.2,238
"University Of Maryland, College Park (UMD)",PhD,F13,Accepted,3.67,155.0,166.0,3.0,International,52.0,6.4,98
Carnegie Mellon University (CMU),MS,F13,Accepted,3.81,168.0,164.0,5.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.8,166.0,166.0,3.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),MS,F13,Accepted,4.0,167.0,159.0,3.5,International with US Degree,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.9,169.0,163.0,5.0,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.72,160.0,168.0,5.0,International,152.0,18.1,20
"University Of Texas, Dallas (UT Dallas)",PhD,F13,Accepted,3.72,143.0,162.0,3.0,International,34.0,2.3,260
"University Of California, Riverside (UCR)",PhD,F13,Accepted,3.5,144.0,163.0,3.5,International with US Degree,36.0,2.8,117
University Of Pennsylvania (UPenn),PhD,F13,Rejected,3.3,150.0,163.0,3.0,International,46.0,5.6,19
"University Of California, San Diego (UCSD)",PhD,F13,Accepted,4.0,166.0,170.0,4.0,American,53.0,6.9,32
Colorado State University (CSU),PhD,F13,Accepted,3.43,162.0,158.0,3.0,International,10.0,1.2,238
Carnegie Mellon University (CMU),MS,F13,Rejected,3.95,150.0,170.0,3.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),MS,F13,Rejected,3.7,166.0,168.0,4.0,International,152.0,18.1,20
"University Of California, Santa Barbara (UCSB)",PhD,F13,Rejected,3.0,157.0,162.0,4.0,International,25.0,3.5,29
North Caroline State University (NCSU),PhD,F13,Accepted,3.8,170.0,161.0,5.0,American,30.0,2.3,1000
"University Of Maryland, College Park (UMD)",PhD,F13,Accepted,3.6,165.0,167.0,4.5,American,52.0,6.4,98
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.6,165.0,167.0,4.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),MS,F13,Rejected,3.84,160.0,165.0,3.0,International,152.0,18.1,20
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.75,168.0,160.0,4.0,International with US Degree,48.0,5.9,27
"University Of Michigan, Ann Arbor (UMich)",PhD,F13,Accepted,3.84,160.0,164.0,5.0,American,63.0,8.6,15
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.8,169.0,170.0,4.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.3,155.0,155.0,4.0,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.6,158.0,163.0,4.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,4.0,158.0,170.0,3.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.96,143.0,168.0,3.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.68,152.0,167.0,4.5,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.94,161.0,166.0,5.0,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.96,161.0,159.0,4.0,American,152.0,18.1,20
University Of Pennsylvania (UPenn),PhD,F13,Rejected,3.5,151.0,170.0,3.0,International,46.0,5.6,19
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.9,163.0,155.0,4.0,Other,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.99,156.0,163.0,4.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.5,170.0,151.0,3.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.76,152.0,165.0,3.5,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.9,158.0,170.0,3.5,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.9,156.0,168.0,4.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.0,157.0,162.0,4.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.7,141.0,161.0,3.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.9,169.0,163.0,5.0,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,4.0,166.0,170.0,4.5,International with US Degree,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.87,170.0,148.0,3.5,International with US Degree,152.0,18.1,20
Drexel University,MS,F13,Accepted,3.5,159.0,160.0,3.5,International,12.0,1.5,190
Drexel University,MS,F13,Accepted,3.5,159.0,160.0,3.5,International,12.0,1.5,190
University Of Delaware,MS,F13,Accepted,3.6,152.0,158.0,3.5,International,11.0,1.4,159
Drexel University,MS,F13,Accepted,3.6,152.0,158.0,3.5,International,12.0,1.5,190
Temple University,MS,F13,Accepted,3.43,163.0,163.0,4.5,International,12.0,1.5,375
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F13,Accepted,3.87,153.0,164.0,3.5,International,83.0,9.9,33
"University Of California, San Diego (UCSD)",PhD,F13,Accepted,3.4,162.0,162.0,4.0,International,53.0,6.9,32
University Of Delaware,PhD,F13,Accepted,3.5,164.0,165.0,5.5,American,11.0,1.4,159
University Of Utah (UoU),PhD,F13,Accepted,3.95,164.0,163.0,4.5,American,40.0,3.6,83
Cornell University,PhD,F13,Accepted,3.94,145.0,170.0,3.0,International,68.0,8.7,14
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.85,148.0,166.0,3.0,International,55.0,4.3,49
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F13,Accepted,4.0,163.0,166.0,4.0,International,83.0,9.9,33
Rutgers University,PhD,F13,Wait listed,3.0,141.0,163.0,3.0,International,43.0,3.6,105
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.96,159.0,166.0,3.0,International,152.0,18.1,20
"University Of Maryland, College Park (UMD)",PhD,F13,Accepted,3.8,149.0,160.0,3.0,International,52.0,6.4,98
"University Of California, Berkeley (UCB)",PhD,F13,Accepted,3.8,145.0,166.0,3.0,International,83.0,11.1,8
"University Of Maryland, College Park (UMD)",PhD,F13,Accepted,3.7,162.0,150.0,3.5,International,52.0,6.4,98
"University Of Minnesota, Twin Cities (UMN)",PhD,F13,Accepted,3.9,164.0,166.0,3.5,International,37.0,3.1,52
"University Of California, Berkeley (UCB)",PhD,F13,Accepted,3.89,162.0,168.0,5.0,American,83.0,11.1,8
"University Of Maryland, College Park (UMD)",PhD,F13,Accepted,3.4,168.0,153.0,3.5,International,52.0,6.4,98
"University Of California, Berkeley (UCB)",PhD,F13,Accepted,4.0,151.0,164.0,3.5,International,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F13,Accepted,4.0,165.0,170.0,6.0,American,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F13,Accepted,3.93,165.0,169.0,3.5,International,83.0,11.1,8
Georgia Institute Of Technology (GTech),MS,F13,Accepted,3.81,155.0,164.0,4.0,American,73.0,6.7,27
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.51,158.0,163.0,4.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.77,154.0,163.0,3.0,International with US Degree,152.0,18.1,20
Purdue University,PhD,S13,Accepted,3.81,155.0,169.0,3.5,International,53.0,4.8,106
Massachusetts Institute Of Technology (MIT),PhD,F13,Accepted,3.76,168.0,170.0,3.5,International,85.0,12.3,3
Cornell University,PhD,F13,Accepted,3.92,165.0,170.0,3.5,International,68.0,8.7,14
Cornell University,PhD,F13,Accepted,3.93,169.0,165.0,3.5,International,68.0,8.7,14
Brown University,PhD,F13,Accepted,3.71,165.0,166.0,4.5,American,26.0,3.3,55
Cornell University,PhD,F13,Accepted,3.95,162.0,170.0,3.5,International,68.0,8.7,14
Massachusetts Institute Of Technology (MIT),PhD,F13,Accepted,2.9,161.0,166.0,5.0,American,85.0,12.3,3
University Of Southern California (USC),MS,F13,Accepted,4.0,156.0,163.0,4.0,International,50.0,5.7,73
"University Of California, Santa Barbara (UCSB)",PhD,F13,Accepted,3.67,153.0,169.0,3.5,International,25.0,3.5,29
