is_phd,is_ms,is_spring,is_fall,year,university_name,university_ranking,university_faculty,university_publication,gpa,gre_verbal,gre_quant,gre_writing,is_american,is_international_without_american_degree,is_international_with_american_degree
True,False,True,False,15,"Indiana University, Bloomington",156,42.0,2.6,3.9,165.0,169.0,4.5,True,False,False
True,False,True,False,15,Northeastern University,213,55.0,4.7,3.9,165.0,169.0,4.5,True,False,False
True,False,True,False,15,Colorado School Of Mines (CSM),213,8.0,1.5,3.59,164.0,162.0,4.0,True,False,False
False,True,True,False,15,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.88,163.0,168.0,4.5,True,False,False
True,False,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.3,154.0,168.0,4.0,False,True,False
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,3.72,154.0,159.0,4.0,True,False,False
True,False,True,False,15,University Of Central Florida (UCF),1000,24.0,2.0,3.7,146.0,162.0,2.5,False,True,False
True,False,True,False,15,University Of South Florida (USF),325,10.0,1.3,3.7,162.0,146.0,2.5,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.95,159.0,166.0,5.0,True,False,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.51,151.0,164.0,3.0,False,True,False
True,False,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.78,152.0,163.0,3.0,False,True,False
False,True,True,False,15,George Washington University (GWU),95,11.0,1.4,3.4,146.0,152.0,3.0,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.9,152.0,166.0,3.5,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.5,161.0,165.0,3.5,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.69,155.0,167.0,4.0,False,True,False
False,True,True,False,15,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.94,161.0,168.0,4.0,False,True,False
True,False,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.8,162.0,170.0,3.5,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.8,148.0,170.0,3.0,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.72,155.0,167.0,4.0,False,True,False
True,False,True,False,15,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.6,151.0,169.0,3.5,False,False,True
False,True,True,False,15,"University Of Minnesota, Twin Cities (UMN)",52,37.0,3.1,4.0,156.0,170.0,3.5,False,True,False
False,True,True,False,15,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,4.0,156.0,170.0,3.5,False,True,False
False,True,True,False,15,George Washington University (GWU),95,11.0,1.4,2.85,164.0,152.0,3.0,False,True,False
True,False,True,False,15,University Of Delaware,159,11.0,1.4,3.49,154.0,159.0,5.0,True,False,False
True,False,True,False,14,University Of Central Florida (UCF),1000,24.0,2.0,3.49,154.0,159.0,5.0,True,False,False
True,False,True,False,15,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.22,167.0,167.0,5.0,True,False,False
True,False,True,False,15,Washington State University (WSU),325,12.0,1.4,3.9,145.0,162.0,3.0,False,True,False
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,3.97,148.0,170.0,3.0,False,True,False
False,True,True,False,15,George Washington University (GWU),95,11.0,1.4,3.14,145.0,165.0,3.0,False,True,False
True,False,True,False,15,"University Of Maryland, College Park (UMD)",98,52.0,6.4,3.81,165.0,151.0,3.0,False,False,True
True,False,True,False,15,University Of Central Florida (UCF),1000,24.0,2.0,2.7,148.0,166.0,3.5,False,True,False
True,False,True,False,15,University Of Central Florida (UCF),1000,24.0,2.0,2.7,148.0,166.0,3.5,False,True,False
True,False,True,False,15,Brown University,55,26.0,3.3,3.63,165.0,163.0,5.0,True,False,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.7,165.0,165.0,5.5,True,False,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.89,161.0,168.0,3.5,False,True,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,4.0,158.0,170.0,4.0,False,True,False
True,False,True,False,15,Purdue University,106,53.0,4.8,4.0,158.0,170.0,4.0,False,True,False
True,False,True,False,15,"University Of Maryland, College Park (UMD)",98,52.0,6.4,3.3,167.0,170.0,4.0,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.5,145.0,160.0,4.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.8,153.0,170.0,3.5,True,False,False
True,False,True,False,15,Purdue University,106,53.0,4.8,3.89,152.0,163.0,3.5,False,True,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,4.0,148.0,170.0,3.0,False,True,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.9,152.0,165.0,4.0,True,False,False
True,False,True,False,15,"University Of Maryland, College Park (UMD)",98,52.0,6.4,3.84,161.0,165.0,3.5,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.6,161.0,168.0,3.5,True,False,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.91,153.0,166.0,4.0,False,True,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.8,161.0,168.0,4.0,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.97,148.0,170.0,3.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.65,154.0,162.0,4.0,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.8,162.0,161.0,4.0,True,False,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.4,168.0,170.0,4.0,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.9,155.0,165.0,4.0,False,True,False
True,False,True,False,15,University Of Notre Dame,63,22.0,1.9,3.66,150.0,170.0,3.5,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.65,158.0,167.0,3.0,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.67,164.0,159.0,4.5,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.81,170.0,170.0,5.0,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.93,160.0,165.0,3.5,True,False,False
False,True,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.74,161.0,163.0,4.0,False,True,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.78,162.0,167.0,4.0,True,False,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.85,152.0,169.0,3.0,False,True,False
True,False,True,False,15,University Of Notre Dame,63,22.0,1.9,3.84,166.0,168.0,5.5,False,True,False
False,True,True,False,15,Princeton University,5,51.0,5.3,4.0,163.0,168.0,4.5,False,True,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.78,170.0,157.0,3.5,False,True,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.8,162.0,170.0,5.0,True,False,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.9,152.0,166.0,3.5,False,True,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.52,155.0,169.0,4.5,True,False,False
False,True,True,False,15,Princeton University,5,51.0,5.3,3.7,159.0,170.0,3.5,False,False,True
True,False,True,False,15,Princeton University,5,51.0,5.3,3.9,167.0,155.0,3.5,False,False,True
True,False,True,False,15,Princeton University,5,51.0,5.3,3.85,150.0,170.0,3.5,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.75,155.0,167.0,4.0,False,False,True
False,True,True,False,15,University Of Southern California (USC),73,50.0,5.7,3.9,159.0,168.0,4.5,False,False,True
True,False,True,False,15,Harvard University,2,29.0,4.2,3.83,153.0,170.0,3.0,False,True,False
True,False,True,False,15,"Indiana University, Bloomington",156,42.0,2.6,3.66,167.0,163.0,5.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.71,157.0,161.0,4.0,False,False,True
False,True,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.73,170.0,168.0,5.0,False,True,False
True,False,True,False,15,University Of Pennsylvania (UPenn),19,46.0,5.6,3.95,164.0,170.0,4.0,False,False,True
False,True,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.5,169.0,152.0,3.0,False,True,False
True,False,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.84,166.0,168.0,5.5,False,True,False
True,False,True,False,15,University Of Virginia (UVA),72,21.0,2.4,3.6,158.0,168.0,4.5,True,False,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.75,157.0,170.0,4.0,False,True,False
False,True,True,False,15,University Of Pennsylvania (UPenn),19,46.0,5.6,3.7,160.0,170.0,4.0,False,True,False
False,True,True,False,15,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.5,158.0,162.0,4.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.41,141.0,151.0,3.0,False,False,True
True,False,True,False,15,Stanford University,4,57.0,11.5,3.9,165.0,168.0,5.0,False,False,True
False,True,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.5,160.0,170.0,4.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.86,143.0,167.0,3.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,4.0,148.0,168.0,4.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.7,152.0,170.0,3.0,False,False,True
False,True,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.75,151.0,170.0,3.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.27,165.0,166.0,5.5,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.7,170.0,170.0,5.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,4.0,165.0,162.0,5.0,False,True,False
True,False,False,True,15,Stanford University,4,57.0,11.5,3.96,168.0,170.0,5.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.8,170.0,170.0,5.5,True,False,False
True,False,True,False,15,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.7,153.0,164.0,3.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.76,150.0,170.0,3.0,False,False,True
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,3.95,164.0,170.0,4.0,False,False,True
True,False,True,False,15,Stanford University,4,57.0,11.5,3.8,170.0,168.0,4.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.7,164.0,166.0,4.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,4.0,150.0,167.0,4.0,False,False,True
True,False,True,False,15,Stanford University,4,57.0,11.5,3.9,164.0,166.0,4.0,False,False,True
True,False,True,False,15,Stanford University,4,57.0,11.5,3.46,145.0,154.0,3.5,False,True,False
True,False,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,4.0,165.0,170.0,5.5,False,False,True
True,False,True,False,15,"University Of California, Irvine (UCI)",49,55.0,4.3,3.62,165.0,163.0,5.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.85,152.0,169.0,3.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.94,145.0,170.0,3.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,4.0,170.0,153.0,4.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.84,154.0,167.0,3.5,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.86,152.0,165.0,4.0,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.1,159.0,160.0,5.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,4.0,152.0,170.0,4.0,False,False,True
True,False,True,False,15,Stanford University,4,57.0,11.5,3.1,160.0,160.0,4.5,False,True,False
True,False,False,True,15,Stanford University,4,57.0,11.5,4.0,160.0,165.0,3.5,False,False,True
True,False,False,True,15,Stanford University,4,57.0,11.5,3.92,170.0,153.0,3.0,False,False,True
True,False,True,False,15,Stanford University,4,57.0,11.5,3.93,160.0,165.0,3.5,True,False,False
False,True,True,False,15,Stanford University,4,57.0,11.5,3.94,161.0,164.0,3.0,False,False,True
True,False,True,False,15,Stanford University,4,57.0,11.5,3.8,158.0,165.0,4.5,False,True,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.82,162.0,167.0,4.5,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.82,162.0,167.0,4.5,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.7,160.0,168.0,4.5,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.94,167.0,170.0,4.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.4,168.0,166.0,6.0,True,False,False
True,False,True,False,15,Stanford University,4,57.0,11.5,3.85,170.0,158.0,6.0,True,False,False
True,False,True,False,15,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.68,156.0,170.0,3.0,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.7,166.0,170.0,4.5,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.7,170.0,170.0,5.0,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.97,166.0,168.0,4.0,True,False,False
True,False,True,False,15,University Of Utah (UoU),83,40.0,3.6,3.6,152.0,164.0,3.5,False,True,False
True,False,True,False,15,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.84,153.0,164.0,3.0,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,4.0,163.0,168.0,4.0,False,True,False
False,True,True,False,15,Drexel University,190,12.0,1.5,3.03,144.0,161.0,2.5,False,True,False
True,False,True,False,15,Princeton University,5,51.0,5.3,3.4,168.0,168.0,4.5,True,False,False
False,True,True,False,15,University Of Chicago (UChicago),12,23.0,2.7,3.15,156.0,158.0,4.0,True,False,False
True,False,True,False,15,"Washington University, St. Louis (WUSTL)",38,24.0,2.1,4.0,161.0,168.0,4.5,True,False,False
True,False,True,False,15,CUNY,1000,24.0,1.6,3.55,164.0,168.0,5.0,True,False,False
True,False,True,False,15,"University Of Minnesota, Twin Cities (UMN)",52,37.0,3.1,3.84,161.0,165.0,3.5,False,True,False
True,False,True,False,15,Cornell University,14,68.0,8.7,3.8,170.0,170.0,5.5,True,False,False
True,False,True,False,15,"Washington University, St. Louis (WUSTL)",38,24.0,2.1,3.84,166.0,168.0,5.5,False,True,False
True,False,True,False,15,"Washington University, St. Louis (WUSTL)",38,24.0,2.1,3.8,153.0,161.0,3.5,False,True,False
True,False,True,False,15,"Washington University, St. Louis (WUSTL)",38,24.0,2.1,3.95,153.0,163.0,4.0,False,False,True
True,False,True,False,15,"Washington University, St. Louis (WUSTL)",38,24.0,2.1,3.56,142.0,159.0,3.0,False,True,False
True,False,True,False,15,"Washington University, St. Louis (WUSTL)",38,24.0,2.1,3.8,156.0,166.0,4.0,False,False,True
True,False,True,False,15,"Washington University, St. Louis (WUSTL)",38,24.0,2.1,3.6,157.0,164.0,3.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.9,152.0,168.0,4.0,False,True,False
False,True,True,False,15,University Of Delaware,159,11.0,1.4,3.75,147.0,170.0,3.0,False,True,False
False,True,True,False,15,University Of Delaware,159,11.0,1.4,3.75,170.0,147.0,3.0,False,True,False
True,False,True,False,15,Nothwestern University,26,37.0,3.4,3.82,161.0,170.0,4.0,False,True,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,3.1,160.0,160.0,4.5,True,False,False
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,3.7,166.0,162.0,4.5,False,False,True
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,3.62,165.0,163.0,5.0,True,False,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,3.92,160.0,168.0,4.5,False,True,False
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,4.0,152.0,170.0,4.0,False,False,True
True,False,True,False,15,Cornell University,14,68.0,8.7,4.0,170.0,165.0,5.0,True,False,False
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,3.86,143.0,167.0,3.0,False,True,False
True,False,True,False,15,"University Of California, Santa Cruz (UCSC)",68,32.0,2.7,3.46,145.0,154.0,3.5,False,True,False
False,True,True,False,15,Rochester Institute Of Technology (RIT),700,19.0,1.5,3.5,150.0,166.0,3.5,False,True,False
False,True,True,False,15,"University Of Texas, Dallas (UT Dallas)",260,34.0,2.3,3.45,150.0,166.0,3.5,False,True,False
True,False,True,False,15,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.4,163.0,165.0,3.5,True,False,False
False,True,True,False,15,University Of Chicago (UChicago),12,23.0,2.7,3.67,162.0,170.0,4.5,True,False,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.63,169.0,152.0,3.0,False,True,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,4.0,168.0,170.0,5.5,True,False,False
False,True,True,False,15,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.52,169.0,155.0,4.5,True,False,False
True,False,True,False,15,Columbia University,18,47.0,5.8,4.0,170.0,165.0,5.0,False,True,False
True,False,True,False,15,Columbia University,18,47.0,5.8,4.0,167.0,165.0,4.5,True,False,False
True,False,True,False,15,Columbia University,18,47.0,5.8,4.0,170.0,170.0,5.0,False,True,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,4.0,168.0,168.0,5.0,True,False,False
True,False,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,2.95,152.0,163.0,3.0,False,True,False
True,False,True,False,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,4.0,167.0,165.0,5.0,True,False,False
True,False,True,False,15,Columbia University,18,47.0,5.8,4.0,170.0,169.0,4.5,False,True,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,3.9,157.0,164.0,3.0,False,True,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,3.95,155.0,159.0,4.5,False,True,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,3.98,157.0,170.0,4.5,False,True,False
True,False,True,False,15,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,3.9,162.0,168.0,4.0,False,True,False
True,False,True,False,15,University Of Virginia (UVA),72,21.0,2.4,3.2,167.0,167.0,5.0,True,False,False
True,False,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.8,170.0,168.0,4.0,True,False,False
False,True,True,False,15,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.29,160.0,163.0,4.5,True,False,False
True,False,True,False,15,Cornell University,14,68.0,8.7,3.84,154.0,167.0,3.5,False,True,False
True,False,True,False,15,Cornell University,14,68.0,8.7,3.76,150.0,170.0,3.0,False,False,True
True,False,True,False,15,"University Of Minnesota, Twin Cities (UMN)",52,37.0,3.1,3.8,159.0,170.0,4.0,False,False,True
False,True,True,False,15,"University Of Illinois, Chicago (UIC)",197,33.0,2.8,3.03,161.0,144.0,2.5,False,True,False
True,False,False,True,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.96,168.0,170.0,5.0,False,True,False
True,False,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,4.0,167.0,170.0,5.0,True,False,False
True,False,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.4,158.0,164.0,4.0,False,True,False
True,False,True,False,15,Purdue University,106,53.0,4.8,3.72,154.0,159.0,4.0,True,False,False
True,False,True,False,15,University Of Pennsylvania (UPenn),19,46.0,5.6,4.0,157.0,164.0,4.0,True,False,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.88,161.0,167.0,5.0,False,True,False
True,False,True,False,15,Rice University,47,19.0,2.8,3.58,152.0,170.0,3.0,False,True,False
True,False,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,4.0,158.0,170.0,4.0,False,True,False
True,False,True,False,15,University Of Kansas,290,11.0,1.2,3.74,147.0,164.0,3.0,False,True,False
True,False,True,False,14,Carnegie Mellon University (CMU),20,152.0,18.1,3.9,152.0,165.0,4.0,True,False,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.4,168.0,170.0,4.0,False,True,False
True,False,True,False,15,Duke University,24,22.0,2.8,3.94,145.0,170.0,3.0,False,True,False
True,False,True,False,15,University Of Delaware,159,11.0,1.4,3.5,159.0,158.0,4.0,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,4.0,167.0,167.0,5.5,False,False,True
True,False,True,False,15,University Of Virginia (UVA),72,21.0,2.4,3.89,152.0,163.0,3.5,False,True,False
True,False,True,False,15,University Of Utah (UoU),83,40.0,3.6,4.0,159.0,168.0,4.5,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.94,161.0,168.0,4.0,False,True,False
True,False,True,False,15,University Of Virginia (UVA),72,21.0,2.4,3.8,165.0,166.0,3.0,False,True,False
True,False,True,False,15,University Of Utah (UoU),83,40.0,3.6,3.91,151.0,162.0,3.5,False,False,True
True,False,True,False,15,Oregon State University,288,30.0,2.8,3.84,149.0,162.0,3.5,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.24,148.0,163.0,4.0,False,True,False
False,True,True,False,15,University Of Pennsylvania (UPenn),19,46.0,5.6,3.67,160.0,167.0,5.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.67,160.0,167.0,5.0,False,True,False
False,True,True,False,15,Northeastern University,213,55.0,4.7,4.0,170.0,158.0,4.0,False,True,False
True,False,True,False,15,New York University (NYU),60,46.0,4.3,3.82,168.0,170.0,4.5,True,False,False
True,False,True,False,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.82,168.0,170.0,4.5,True,False,False
True,False,True,False,15,Oregon State University,288,30.0,2.8,3.62,165.0,163.0,5.0,True,False,False
True,False,True,False,15,Johns Hopkins University (JHU),13,22.0,2.4,3.24,144.0,168.0,3.0,False,True,False
True,False,True,False,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.8,145.0,164.0,3.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.8,162.0,168.0,4.5,False,True,False
True,False,False,True,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.8,170.0,168.0,4.0,True,False,False
True,False,True,False,15,Johns Hopkins University (JHU),13,22.0,2.4,3.56,154.0,170.0,4.0,False,True,False
True,False,True,False,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.85,166.0,170.0,5.0,True,False,False
True,False,True,False,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.9,156.0,164.0,6.0,True,False,False
True,False,True,False,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.5,146.0,168.0,3.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.84,165.0,165.0,4.0,True,False,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.85,154.0,168.0,3.0,False,True,False
True,False,True,False,15,"University Of California, Berkeley (UCB)",8,83.0,11.1,4.0,170.0,148.0,3.0,False,True,False
True,False,True,False,15,Georgia Institute Of Technology (GTech),27,73.0,6.7,4.0,163.0,168.0,4.0,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.72,152.0,168.0,3.5,False,True,False
False,True,True,False,15,University Of Southern California (USC),73,50.0,5.7,3.67,163.0,170.0,4.5,False,True,False
True,False,True,False,15,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.84,153.0,164.0,3.0,False,True,False
True,False,True,False,15,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.84,153.0,164.0,3.0,False,True,False
True,False,True,False,15,Stevens Institute Of Technology (SIT),1000,10.0,1.5,3.13,146.0,157.0,3.5,False,True,False
False,True,True,False,15,"University Of Texas, Dallas (UT Dallas)",260,34.0,2.3,3.2,146.0,162.0,4.0,False,True,False
True,False,True,False,15,Rice University,47,19.0,2.8,3.6,168.0,155.0,4.0,False,True,False
True,False,True,False,15,Carnegie Mellon University (CMU),20,152.0,18.1,3.8,145.0,165.0,2.5,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.38,159.0,170.0,4.0,False,True,False
False,True,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.9,158.0,169.0,3.5,False,True,False
False,True,True,False,15,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.6,168.0,161.0,3.5,True,False,False
True,False,True,False,15,Rice University,47,19.0,2.8,3.85,168.0,154.0,3.0,False,True,False
True,False,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,4.0,157.0,164.0,4.0,True,False,False
True,False,True,False,15,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.86,154.0,160.0,3.0,False,False,True
True,False,True,False,15,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.9,162.0,168.0,4.0,False,True,False
True,False,True,False,15,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.55,154.0,170.0,4.5,False,True,False
True,False,True,False,15,Rice University,47,19.0,2.8,3.61,153.0,167.0,3.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.6,161.0,169.0,3.0,False,True,False
True,False,True,False,15,Clemson University,375,16.0,1.3,3.86,147.0,167.0,3.5,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.52,155.0,169.0,4.5,True,False,False
False,True,True,False,15,"University Of Texas, Dallas (UT Dallas)",260,34.0,2.3,3.7,152.0,164.0,4.0,False,True,False
True,False,True,False,15,"University Of Maryland, College Park (UMD)",98,52.0,6.4,3.7,170.0,170.0,5.0,False,True,False
False,True,True,False,15,Stevens Institute Of Technology (SIT),1000,10.0,1.5,4.0,153.0,168.0,3.0,False,True,False
True,False,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.74,150.0,167.0,3.0,False,True,False
True,False,True,False,15,"Texas A&M University, College Station (TAMU)",164,38.0,3.1,4.0,168.0,161.0,4.5,True,False,False
True,False,True,False,15,"University Of Washington, Seattle (UW)",23,57.0,8.4,3.0,166.0,170.0,4.0,True,False,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.59,151.0,169.0,3.0,False,True,False
True,False,True,False,15,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.94,145.0,170.0,3.0,False,True,False
True,False,True,False,15,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,4.0,165.0,163.0,6.0,False,True,False
True,False,True,False,15,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.7,168.0,153.0,4.5,False,True,False
True,False,True,False,15,Duke University,24,22.0,2.8,3.87,170.0,160.0,4.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.8,148.0,170.0,3.0,False,True,False
False,True,True,False,15,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.78,166.0,153.0,3.0,False,True,False
True,False,True,False,15,"University Of Wisconsin, Madison",27,48.0,5.9,3.82,154.0,168.0,4.0,False,True,False
